"CTL"	"dysfunction"
"HOXB6"	0	0
"HOXB7"	0	0
"HOXB8"	0	0
"HOXB9"	0	0
"HOXC10"	0	0
"HOXC13"	0	0
"HOXC4"	0	0
"HOXC8"	0	0
"HOXD1"	0	0
"HOXD10"	0	0
"HPGD"	0	0
"HPGDS"	2	1
"HRH1"	0	0
"HSBP1"	0	0
"HSF1"	0	0
"HSF2"	0	0
"HSF4"	0	1
"HSF5"	1	1
"HSP90AA1"	0	0
"HSP90AB1"	0	0
"HSPA5"	0	0
"HSPB1"	0	0
"HSPD1"	0	0
"HSPE1"	0	0
"HTATSF1"	0	0
"HTR1F"	0	0
"HTR2C"	0	0
"HTR3B"	0	0
"HTR4"	0	1
"HTR5A"	0	2
"HTR6"	0	1
"HTT"	0	0
"HUNK"	0	0
"ICAM1"	1	0
"ICK"	0	0
"ICOSLG"	1	3
"ID2"	0	1
"ID3"	0	0
"ID4"	0	0
"IDH1"	0	0
"IDH2"	0	0
"IFI16"	2	0
"IFI27"	1	0
"IFI6"	0	0
"IFITM1"	0	0
"IFNAR1"	0	0
"IFNG"	4	1
"IFNGR1"	0	0
"IFNLR1"	0	0
"IFT172"	0	0
"IFT57"	0	0
"IFT88"	0	0
"IGBP1"	0	0
"IGF1"	0	0
"IGF1R"	0	0
"IGFBP2"	0	0
"IGFBP6"	0	0
"IGSF6"	3	0
"IKBKB"	0	0
"IKBKE"	0	0
"IKZF1"	6	6
"IKZF2"	0	0
"IKZF3"	2	1
"IKZF5"	0	0
"IL10"	1	0
"IL10RA"	6	5
"IL10RB"	0	0
"IL11RA"	0	1
"IL12RB1"	4	4
"IL12RB2"	1	0
"IL15"	5	1
"IL15RA"	7	2
"IL16"	7	7
"IL17A"	1	1
"IL17F"	0	0
"IL17RA"	1	2
"IL17RD"	0	0
"IL18R1"	1	1
"IL18RAP"	3	3
"IL1A"	1	0
"IL1B"	4	0
"IL1R1"	0	1
"IL1RL2"	0	0
"IL2"	1	1
"IL20RB"	0	0
"IL21"	1	1
"IL21R"	6	4
"IL27RA"	0	0
"IL2RA"	4	1
"IL2RB"	6	4
"IL2RG"	5	4
"IL3RA"	4	4
"IL4R"	1	1
"IL5RA"	0	0
"IL6"	3	0
"IL6R"	0	1
"IL6ST"	0	0
"IL7R"	3	3
"ILF2"	0	0
"ILF3"	0	0
"ILK"	0	0
"IMPA1"	0	0
"IMPA2"	0	0
"ING2"	0	0
"ING5"	0	0
"INHBA"	0	0
"INPP1"	0	0
"INPP5D"	5	4
"INSIG1"	0	0
"INSR"	0	0
"INVS"	0	0
"IPO7"	0	0
"IPO8"	0	0
"IQGAP2"	1	1
"IQGAP3"	0	0
"IQSEC1"	0	2
"IQSEC3"	1	2
"IRAK1"	0	0
"IRAK1BP1"	0	0
"IRAK2"	0	0
"IRAK3"	0	1
"IRAK4"	0	0
"IRF1"	7	2
"IRF2"	1	1
"IRF2BP1"	0	0
"IRF2BP2"	0	0
"IRF4"	1	2
"IRF5"	0	0
"IRF6"	0	0
"IRF7"	0	0
"IRF8"	6	3
"IRF9"	2	0
"IRX1"	0	0
"IRX2"	0	0
"IRX3"	0	0
"IRX4"	0	0
"IRX5"	0	0
"ISL2"	0	0
"ITGA1"	0	1
"ITGA10"	0	0
"ITGA3"	0	0
"ITGA4"	0	0
"ITGA5"	1	0
"ITGA6"	0	0
"ITGA8"	0	3
"ITGA9"	0	0
"ITGAD"	0	0
"ITGAE"	0	0
"ITGAL"	6	6
"ITGAM"	2	1
"ITGAX"	4	6
"ITGB1"	0	0
"ITGB1BP1"	0	0
"ITGB2"	3	0
"ITGB3"	0	0
"ITGB3BP"	0	0
"ITGB4"	0	0
"ITGB7"	5	4
"ITGBL1"	0	0
"ITK"	5	1
"ITPK1"	0	1
"ITPR1"	0	0
"ITPR3"	0	0
"ITSN2"	0	0
"JAG1"	0	0
"JAG2"	0	0
"JAK1"	0	0
"JAK2"	2	2
"JAK3"	3	3
"JAZF1"	0	0
"JDP2"	0	2
"JRKL"	0	0
"JUNB"	0	0
"JUP"	0	0
"KAT2A"	0	0
"KAT2B"	0	3
"KAT5"	0	0
"KAT6B"	0	0
"KAT7"	0	0
"KAT8"	0	0
"KCNH1"	0	1
"KCNH2"	0	0
"KCNH3"	0	1
"KCNIP3"	0	0
"KCNK10"	0	2
"KCTD1"	0	0
"KDM1A"	0	0
"KDM2B"	1	0
"KDM3A"	0	0
"KDM3B"	0	0
"KDM4A"	0	0
"KDM5A"	0	0
"KDM5B"	0	0
"KDM5C"	0	0
"KDM6A"	0	0
"KDR"	0	1
"KEL"	0	0
"KHDRBS1"	0	0
"KHDRBS3"	0	0
"KIAA1324L"	0	1
"KIDINS220"	0	0
"KIF13B"	0	0
"KIF5B"	0	0
"KIR2DL1"	1	1
"KIR2DL4"	3	1
"KIR3DL1"	1	0
"KIT"	0	0
"KLF1"	1	0
"KLF10"	0	0
"KLF12"	1	2
"KLF13"	0	1
"KLF14"	0	0
"KLF15"	0	0
"KLF17"	0	0
"KLF2"	1	2
"KLF3"	0	0
"KLF4"	0	1
"KLF5"	0	0
"KLF6"	0	1
"KLF7"	0	0
"KLF8"	0	1
"KLHL12"	0	0
"KLHL31"	0	0
"KLHL6"	3	2
"KLK6"	0	0
"KLRB1"	4	1
"KLRC3"	1	0
"KLRD1"	6	0
"KLRF1"	1	1
"KLRG1"	1	1
"KMT2E"	0	0
"KMT5B"	0	0
"KNDC1"	0	0
"KRAS"	0	0
"KREMEN1"	0	0
"KREMEN2"	0	0
"KRIT1"	0	0
"KSR2"	0	0
"L1CAM"	1	0
"L3MBTL1"	0	0
"L3MBTL3"	0	0
"LAG3"	5	2
"LANCL1"	0	0
"LANCL2"	0	0
"LASP1"	0	0
"LAT"	2	3
"LAT2"	3	2
"LATS2"	0	1
"LAX1"	1	2
"LBH"	0	2
"LBX1"	0	1
"LCK"	6	5
"LCOR"	0	0
"LCP1"	4	1
"LCP2"	6	1
"LDB1"	0	0
"LDB2"	0	2
"LDLRAP1"	0	0
"LEF1"	0	0
"LEO1"	0	0
"LGALS1"	0	0
"LGALS3BP"	0	0
"LGALS9"	3	3
"LGR4"	0	0
"LGR5"	0	1
"LGR6"	0	0
"LHX1"	0	0
"LHX4"	0	0
"LHX5"	0	0
"LIFR"	0	0
"LILRA1"	3	4
"LILRA2"	1	1
"LILRA3"	1	0
"LILRB2"	6	4
"LILRB3"	5	4
"LILRB4"	5	1
"LILRB5"	4	3
"LIMD1"	0	0
"LITAF"	1	0
"LMCD1"	0	1
"LMO2"	3	3
"LMO3"	0	0
"LMX1B"	0	1
"LPAR1"	1	0
"LPAR2"	0	0
"LPAR4"	0	0
"LPAR5"	0	0
"LPAR6"	1	1
"LPIN2"	0	0
"LPP"	0	0
"LPXN"	6	4
"LRCH4"	0	3
"LRP1"	1	1
"LRP12"	0	0
"LRP5"	0	0
"LRP6"	0	0
"LRPPRC"	0	0
"LRRK1"	1	2
"LRRK2"	0	1
"LRRN3"	0	0
"LSP1"	5	5
"LTA"	1	2
"LTB"	4	5
"LTB4R2"	0	0
"LTK"	0	0
"LY6E"	0	0
"LY96"	0	0
"LYL1"	1	7
"LYN"	1	0
"LZTFL1"	0	0
"LZTS1"	0	1
"M6PR"	0	0
"MACC1"	0	0
"MAF"	1	0
"MAFB"	5	0
"MAGED1"	0	0
"MAGI1"	0	0
"MAGI2"	0	0
"MAGI3"	0	0
"MALT1"	0	0
"MAML1"	0	0
"MAML3"	0	0
"MAMLD1"	0	0
"MAP2K1"	0	0
"MAP2K3"	0	0
"MAP3K11"	0	0
"MAP3K12"	0	3
"MAP3K13"	0	0
"MAP3K14"	3	4
"MAP3K21"	0	0
"MAP3K3"	0	3
"MAP3K5"	0	0
"MAP3K6"	0	0
"MAP3K7"	0	0
"MAP3K8"	0	0
"MAP3K9"	0	0
"MAP4K1"	5	4
"MAP4K3"	0	0
"MAP4K5"	0	0
"MAPK1"	0	0
"MAPK10"	0	0
"MAPK11"	0	1
"MAPK12"	0	0
"MAPK3"	0	0
"MAPK4"	0	0
"MAPK6"	0	0
"MAPK7"	0	0
"MAPK8"	0	0
"MAPK8IP1"	0	0
"MAPK8IP3"	0	0
"MAPK9"	0	0
"MAPKAPK3"	0	0
"MAPKAPK5"	0	0
"MAPRE2"	0	0
"MARCO"	2	1
"MARK2"	0	0
"MAST1"	0	3
"MATK"	2	3
"MAVS"	0	0
"MAX"	1	1
"MAZ"	0	0
"MBD1"	0	0
"MBD2"	0	1
"MBD4"	0	0
"MBIP"	0	0
"MBTD1"	0	0
"MC1R"	0	0
"MC3R"	0	2
"MC4R"	0	0
"MCF2L"	0	0
"MCHR1"	2	1
"MCL1"	0	0
"MCM2"	0	0
"MCM3"	0	0
"MCM4"	0	0
"MCM5"	1	0
"MCM6"	0	0
"MCM7"	0	0
"MCM8"	0	0
"MCTP1"	0	0
"MCTP2"	0	0
"MDC1"	0	0
"MDFI"	0	0
"MDFIC"	1	0
"MEAF6"	0	0
"MECOM"	0	0
"MECP2"	0	1
"MED1"	0	0
"MED10"	0	0
"MED12"	0	0
"MED13"	0	0
"MED13L"	0	0
"MED14"	0	0
"MED16"	0	0
"MED20"	0	0
"MED25"	0	1
"MED26"	0	0
"MED27"	0	0
"MED29"	0	0
"MED9"	0	0
"MEF2A"	0	0
"MEF2B"	0	0
"MEF2C"	1	2
"MEF2D"	1	0
"MEIS3P1"	0	0
"MEN1"	0	0
"MEOX1"	0	2
"MEOX2"	0	0
"MESP1"	0	0
"MESP2"	1	0
"MFN2"	0	0
"MGA"	0	0
"MGLL"	0	0
"MGST2"	0	0
"MIB1"	0	0
"MIB2"	0	0
"MICAL1"	2	4
"MICB"	3	0
"MIF"	0	0
"MITF"	0	1
"MIXL1"	0	1
"MKI67"	0	0
"MKLN1"	0	0
"MKNK1"	0	0
"MKNK2"	0	0
"MLF1"	0	0
"MLLT1"	0	0
"MLLT10"	0	0
"MLLT3"	0	0
"MLST8"	0	0
"MMP14"	0	0
"MMS19"	0	0
"MNAT1"	0	0
"MNDA"	2	2
"MNX1"	0	0
"MOAP1"	0	0
"MORC2"	0	0
"MORF4L1"	0	0
"MORF4L2"	0	0
"MOV10"	0	0
"MPL"	0	0
"MPP1"	4	1
"MPP7"	0	0
"MPZL1"	0	0
"MRAS"	1	2
"MRE11"	0	0
"MRGPRF"	0	0
"MRPL28"	0	0
"MRTFB"	0	0
"MS4A1"	2	2
"MS4A14"	0	1
"MS4A2"	0	2
"MS4A4A"	3	0
"MS4A6A"	5	0
"MS4A7"	2	1
"MS4A8"	0	0
"MSC"	1	0
"MSH2"	0	0
"MSH3"	0	0
"MSL3"	1	0
"MSN"	0	0
"MSRB2"	0	0
"MST1R"	0	0
"MSX2"	0	1
"MT1H"	0	0
"MTA1"	0	0
"MTA3"	0	0
"MTNR1A"	0	0
"MUC1"	0	0
"MUL1"	0	0
"MUTYH"	0	0
"MX1"	0	0
"MXD1"	0	0
"MXD3"	0	0
"MXI1"	0	0
"MYB"	0	0
"MYBBP1A"	0	0
"MYBL1"	0	0
"MYBL2"	0	0
"MYC"	0	0
"MYCN"	0	0
"MYD88"	3	1
"MYF6"	0	0
"MYH11"	0	2
"MYH9"	0	0
"MYLK2"	0	0
"MYO10"	0	0
"MYO1E"	0	0
"MYO6"	0	0
"MYO9A"	0	0
"MYO9B"	2	2
"MYOCD"	0	2
"MYOG"	0	0
"MYT1"	0	0
"NAA15"	0	0
"NAB1"	0	0
"NACA"	0	0
"NAE1"	0	0
"NAMPT"	0	0
"NANOG"	0	0
"NBN"	0	0
"NCK1"	0	0
"NCK2"	0	0
"NCKIPSD"	0	0
"NCOA2"	0	0
"NCOA3"	0	0
"NCOA4"	1	1
"NCOA5"	0	0
"NCOA6"	0	0
"NCOR1"	0	0
"NCOR2"	0	0
"NCR1"	1	1
"NCSTN"	0	0
"NDC80"	0	0
"NDEL1"	0	0
"NDFIP1"	0	0
"NDN"	0	0
"NDRG2"	0	0
"NDST1"	0	0
"NDUFS4"	0	0
"NEDD8"	0	0
"NEDD9"	0	1
"NEK11"	0	0
"NEK4"	0	0
"NELFA"	0	0
"NELFCD"	0	0
"NEO1"	0	0
"NET1"	0	0
"NEUROG1"	0	0
"NEUROG3"	0	1
"NF1"	0	0
"NFAM1"	2	1
"NFAT5"	0	0
"NFATC1"	0	4
"NFATC2"	0	1
"NFATC2IP"	0	0
"NFATC3"	0	0
"NFATC4"	0	0
"NFE2"	0	0
"NFE2L3"	1	0
"NFIA"	0	0
"NFIB"	0	0
"NFIC"	0	0
"NFIL3"	1	0
"NFIX"	0	2
"NFKB1"	2	0
"NFKB2"	0	1
"NFKBIA"	0	0
"NFRKB"	0	0
"NFXL1"	0	0
"NFYA"	0	0
"NFYB"	0	0
"NFYC"	0	0
"NGF"	0	0
"NIF3L1"	0	0
"NISCH"	0	0
"NKD1"	0	0
"NKD2"	0	2
"NKIRAS2"	0	0
"NKRF"	0	0
"NKX2-1"	0	0
"NKX2-5"	0	0
"NKX3-1"	0	0
"NLE1"	0	0
"NLK"	0	0
"NLRC3"	4	3
"NLRC4"	1	1
"NLRP1"	1	3
"NLRP12"	0	0
"NLRP3"	3	2
"NMI"	3	0
"NMRAL1"	0	0
"NMUR1"	0	1
"NOC2L"	0	0
"NOCT"	0	0
"NOD1"	0	0
"NOD2"	1	0
"NOLC1"	0	0
"NONO"	0	0
"NOSTRIN"	0	1
"NOTCH4"	0	3
"NOTO"	0	0
"NPAS1"	0	0
"NPAS3"	0	0
"NPAS4"	0	1
"NPAT"	0	0
"NPBWR1"	0	0
"NPBWR2"	0	1
"NPHP4"	0	0
"NPM1"	0	0
"NPR1"	0	2
"NPR2"	0	1
"NPR3"	0	0
"NPY2R"	0	0
"NR0B2"	0	0
"NR1D2"	0	0
"NR1H2"	0	0
"NR1H3"	4	1
"NR2C1"	0	0
"NR2C2"	0	0
"NR2E3"	0	0
"NR2F2"	0	0
"NR2F6"	0	0
"NR3C2"	0	0
"NR4A3"	0	0
"NR5A2"	0	0
"NRAS"	0	0
"NRBF2"	1	0
"NRGN"	0	0
"NRIP1"	0	0
"NRK"	0	0
"NSD3"	0	0
"NSG2"	0	0
"NSMAF"	0	0
"NSMCE1"	0	0
"NSMCE3"	0	0
"NT5C2"	0	0
"NTRK1"	1	1
"NTRK2"	0	0
"NTS"	0	0
"NTSR1"	0	0
"NUMA1"	0	0
"NUP214"	0	0
"NUP62"	1	0
"OCRL"	0	0
"OLIG1"	0	0
"OMP"	0	0
"ONECUT3"	0	0
"OPHN1"	0	0
"OPTN"	2	2
"OR1C1"	0	0
"OR1J2"	0	0
"OR4C6"	1	0
"OR4D1"	0	1
"OR51E1"	0	0
"OR51E2"	0	0
"OR52N2"	0	0
"ORC2"	0	0
"OSM"	1	0
"OSTF1"	2	0
"OTUD7B"	0	0
"OTX1"	0	0
"OVOL1"	0	0
"OVOL2"	0	0
"OXT"	0	1
"P2RX1"	1	5
"P2RX2"	0	1
"P2RX3"	0	0
"P2RX4"	0	0
"P2RX5"	2	3
"P2RX7"	4	4
"P2RY10"	3	2
"P2RY12"	1	2
"P2RY13"	4	1
"P2RY14"	2	1
"P2RY2"	0	0
"P2RY6"	1	0
"P2RY8"	4	3
"PA2G4"	0	0
"PADI4"	0	0
"PAFAH1B1"	0	0
"PAFAH1B2"	0	0
"PAG1"	1	1
"PAK1IP1"	0	0
"PAK6"	0	0
"PALB2"	0	0
"PAQR7"	0	0
"PARD3"	0	0
"PARK7"	0	0
"PARP1"	0	0
"PARP14"	0	0
"PARP15"	0	1
"PASK"	1	1
"PATJ"	0	0
"PATZ1"	0	0
"PAWR"	0	0
"PAX5"	2	2
"PAX7"	0	1
"PAX8"	0	0
"PAX9"	0	0
"PBRM1"	0	0
"PBX1"	0	0
"PBX2"	0	0
"PBXIP1"	0	0
"PC"	0	0
"PCBD1"	0	0
"PCBD2"	0	0
"PCGF2"	0	0
"PCGF3"	0	0
"PCGF5"	1	1
"PCGF6"	1	0
"PCLO"	0	0
"PCM1"	0	0
"PCNA"	0	0
"PCP2"	0	0
"PCSK1N"	0	0
"PDAP1"	0	0
"PDCD1"	1	1
"PDCD11"	0	0
"PDCD1LG2"	3	0
"PDCD4"	0	1
"PDCD6"	0	0
"PDCL"	0	0
"PDE10A"	0	0
"PDE11A"	0	0
"PDE1A"	0	0
"PDE1B"	0	1
"PDE2A"	1	2
"PDE4A"	0	0
"PDE4B"	0	0
"PDE4D"	0	0
"PDE4DIP"	0	0
"PDE5A"	0	0
"PDE6G"	0	2
"PDE8A"	0	0
"PDE8B"	0	0
"PDE9A"	0	0
"PDGFB"	0	1
"PDGFRA"	0	0
"PDGFRB"	0	0
"PDK1"	1	0
"PDK2"	0	0
"PDK3"	2	0
"PDLIM1"	0	0
"PDPK1"	0	0
"PDPN"	1	0
"PDX1"	0	0
"PDYN"	0	1
"PEBP1"	0	0
"PECAM1"	3	1
"PEG10"	0	0
"PER2"	0	0
"PER3"	0	1
"PEX11A"	0	0
"PEX11B"	0	0
"PEX14"	0	0
"PFDN5"	0	0
"PFKFB1"	0	0
"PFN1"	0	0
"PGAP2"	0	0
"PGBD1"	0	0
"PGRMC2"	0	0
"PHB"	0	0
"PHB2"	0	0
"PHF12"	0	0
"PHF19"	1	0
"PHF2"	0	0
"PHF20"	0	0
"PHF6"	0	0
"PHIP"	0	0
"PHLDA3"	0	0
"PHTF2"	0	0
"PI4KA"	0	1
"PI4KB"	0	0
"PIAS1"	0	0
"PIAS3"	0	0
"PIAS4"	0	0
"PICK1"	0	0
"PIDD1"	0	0
"PIGU"	0	0
"PIK3C2B"	0	0
"PIK3C3"	0	0
"PIK3CD"	3	3
"PIK3CG"	3	3
"PIK3R1"	0	1
"PIK3R2"	0	0
"PILRA"	3	3
"PIM1"	1	0
"PIM2"	0	0
"PIP4K2B"	0	0
"PIP5K1A"	0	0
"PIR"	0	0
"PITPNC1"	0	0
"PITX2"	0	0
"PITX3"	0	0
"PKD2L1"	1	2
"PKDREJ"	0	0
"PKIA"	1	1
"PKIG"	0	0
"PKN2"	0	0
"PKNOX2"	1	2
"PKP1"	0	0
"PLA2G1B"	0	1
"PLA2G4C"	1	1
"PLAG1"	0	0
"PLAGL1"	0	1
"PLAGL2"	0	0
"PLCB2"	2	6
"PLCD1"	0	2
"PLCD3"	0	0
"PLCG2"	4	3
"PLCH1"	0	0
"PLCL1"	0	0
"PLCL2"	3	3
"PLCXD1"	0	0
"PLCXD2"	3	0
"PLD2"	0	0
"PLEK"	6	2
"PLEK2"	0	0
"PLEKHA1"	0	0
"PLEKHB1"	0	0
"PLEKHG2"	0	0
"PLEKHG4"	0	0
"PLEKHG4B"	0	0
"PLEKHH3"	0	0
"PLEKHM1"	0	0
"PLEKHM3"	0	0
"PLK2"	0	0
"PLP2"	0	0
"PLPP1"	1	0
"PLPP3"	1	1
"PLXNA2"	0	0
"PLXNB1"	0	0
"PLXNB2"	0	0
"PLXNC1"	0	0
"PLXND1"	0	2
"PMAIP1"	0	0
"PMEPA1"	0	0
"PMF1"	0	0
"PML"	2	0
"PMS2"	0	0
"PNN"	0	0
"PNOC"	0	1
"PNRC1"	1	1
"PNRC2"	0	0
"POGK"	0	0
"POGZ"	0	0
"POLE"	0	0
"POLR2I"	0	0
"POLR2K"	0	0
"POLR2L"	0	0
"POLR3C"	0	0
"POLR3G"	0	0
"POLR3K"	0	0
"POMC"	0	0
"POT1"	0	0
"POU1F1"	0	0
"POU2AF1"	2	1
"POU2F1"	0	0
"POU2F2"	4	1
"POU2F3"	0	0
"POU3F1"	0	1
"POU3F2"	0	0
"POU3F3"	0	0
"POU3F4"	0	0
"POU4F1"	0	0
"POU5F1"	0	0
"POU5F1B"	0	0
"POU6F1"	0	2
"POU6F2"	0	1
"PPARD"	0	0
"PPARG"	0	1
"PPARGC1A"	0	0
"PPARGC1B"	0	1
"PPBP"	0	0
"PPFIA1"	0	0
"PPIE"	0	0
"PPM1A"	0	0
"PPP1CB"	0	0
"PPP1R10"	0	0
"PPP1R12A"	1	0
"PPP1R12B"	0	0
"PPP1R13L"	0	0
"PPP1R15A"	0	0
"PPP1R16B"	2	2
"PPP1R1B"	0	0
"PPP1R2C"	0	0
"PPP1R2P1"	1	0
"PPP1R8"	0	0
"PPP2CA"	0	0
"PPP2CB"	0	0
"PPP2R2B"	0	0
"PPP2R5A"	0	0
"PPP2R5E"	0	0
"PPP3CB"	0	0
"PPP4R1"	0	0
"PPRC1"	0	0
"PPT1"	0	0
"PRAM1"	1	4
"PRAME"	0	0
"PRDM1"	5	1
"PRDM12"	0	0
"PRDM16"	0	0
"PRDM4"	1	0
"PRDM6"	0	1
"PRDM8"	0	0
"PRDX1"	0	0
"PRDX2"	0	0
"PRDX3"	0	0
"PRDX4"	1	0
"PREB"	0	0
"PREX1"	3	4
"PREX2"	0	1
"PRKAA1"	0	0
"PRKAA2"	0	0
"PRKAB1"	0	0
"PRKAB2"	0	0
"PRKACB"	0	0
"PRKAR1A"	0	0
"PRKAR2A"	0	0
"PRKAR2B"	0	0
"PRKCA"	0	0
"PRKCB"	5	4
"PRKCD"	0	0
"PRKCE"	0	1
"PRKCG"	0	0
"PRKCH"	3	1
"PRKCI"	0	0
"PRKCQ"	4	4
"PRKCSH"	0	0
"PRKCZ"	0	0
"PRKD2"	0	0
"PRKD3"	0	0
"PRKDC"	0	0
"PRMT1"	0	0
"PRMT2"	0	0
"PRMT5"	0	0
"PRMT6"	0	0
"PRMT7"	0	0
"PROX1"	0	0
"PRPF6"	0	0
"PRSS8"	0	0
"PSD"	0	0
"PSD3"	0	0
"PSD4"	0	0
"PSENEN"	0	0
"PSIP1"	0	1
"PSMC3"	0	0
"PSMC3IP"	0	0
"PSMC5"	0	0
"PSMD9"	0	0
"PSPC1"	0	0
"PSRC1"	0	0
"PSTPIP1"	4	3
"PTAFR"	3	2
"PTCH1"	0	0
"PTCH2"	0	0
"PTEN"	0	0
"PTGDR"	2	2
"PTGER1"	0	0
"PTGER2"	1	1
"PTGER4"	2	3
"PTGFR"	0	0
"PTGIR"	0	3
"PTGIS"	0	2
"PTH1R"	0	2
"PTK2"	0	0
"PTK2B"	2	3
"PTK7"	0	0
"PTN"	0	0
"PTPN1"	0	0
"PTPN11"	0	0
"PTPN2"	0	0
"PTPN22"	3	0
"PTPN6"	3	2
"PTPRB"	0	1
"PTPRC"	5	2
"PTPRE"	0	0
"PTPRF"	0	0
"PTPRG"	0	0
"PTPRJ"	1	1
"PTPRK"	0	0
"PTPRN"	0	0
"PTPRN2"	0	0
"PTPRO"	1	1
"PTPRT"	0	2
"PTPRU"	0	0
"PTTG1"	0	0
"PURA"	0	0
"PWP2"	0	0
"PXN"	0	0
"PYCARD"	1	1
"PYDC1"	0	0
"PYGO2"	0	0
"QKI"	0	2
"RAB10"	0	0
"RAB11A"	0	0
"RAB13"	0	0
"RAB15"	0	0
"RAB17"	0	0
"RAB20"	1	0
"RAB22A"	0	0
"RAB23"	0	0
"RAB25"	0	0
"RAB27A"	0	1
"RAB2B"	0	0
"RAB30"	1	2
"RAB31"	0	1
"RAB32"	1	0
"RAB33A"	3	2
"RAB33B"	0	0
"RAB35"	0	0
"RAB36"	0	0
"RAB38"	0	0
"RAB39B"	1	0
"RAB3A"	0	1
"RAB3B"	1	0
"RAB3D"	0	0
"RAB40B"	0	0
"RAB40C"	0	0
"RAB42"	1	0
"RAB4A"	0	0
"RAB5B"	0	0
"RAB5C"	0	0
"RAB7A"	0	0
"RAB8A"	1	1
"RAB8B"	1	0
"RAB9A"	0	0
"RABEP1"	0	0
"RABGAP1"	0	0
"RABGAP1L"	0	0
"RABIF"	0	0
"RAC2"	4	4
"RAC3"	0	0
"RACGAP1"	0	0
"RAD1"	0	0
"RAD17"	0	0
"RAD21"	0	0
"RAD50"	0	0
"RAD51"	0	0
"RALA"	0	0
"RALB"	0	0
"RALGAPA1"	0	0
"RALGAPA2"	0	0
"RALGAPB"	0	0
"RALGDS"	0	5
"RALGPS1"	0	0
"RAMP2"	1	2
"RAMP3"	1	2
"RAN"	0	0
"RANBP1"	0	0
"RANBP2"	0	0
"RAP1A"	0	1
"RAP1B"	0	0
"RAP1GAP"	0	0
"RAP1GAP2"	0	0
"RAP1GDS1"	0	0
"RAP2A"	1	0
"RAP2B"	0	0
"RAP2C"	0	0
"RAPGEF1"	0	2
"RAPGEF2"	0	0
"RAPGEF3"	0	2
"RAPGEF5"	0	0
"RAPGEFL1"	0	0
"RAPH1"	0	0
"RARB"	1	0
"RARG"	0	1
"RASA3"	3	4
"RASAL3"	2	2
"RASD1"	0	0
"RASD2"	0	0
"RASEF"	0	0
"RASGEF1B"	0	0
"RASGRF1"	0	1
"RASGRP1"	0	1
"RASGRP2"	2	4
"RASGRP3"	2	1
"RASGRP4"	0	2
"RASIP1"	0	1
"RASL11B"	0	0
"RASL12"	0	2
"RASSF1"	2	2
"RASSF10"	0	0
"RASSF2"	3	3
"RASSF4"	4	3
"RASSF6"	0	0
"RASSF7"	0	0
"RAX"	0	0
"RB1"	0	0
"RB1CC1"	0	0
"RBAK"	0	0
"RBBP4"	0	0
"RBBP7"	0	0
"RBBP8"	0	0
"RBL1"	0	0
"RBL2"	0	0
"RBM10"	0	0
"RBM14"	0	0
"RBM15B"	0	0
"RBM39"	0	0
"RBPJL"	0	0
"RBPMS"	0	0
"RBSN"	0	0
"RC3H1"	0	0
"RCAN1"	0	0
"RCAN3"	0	0
"RCBTB1"	0	0
"RCOR1"	0	0
"RCOR3"	0	0
"RELB"	3	3
"RELN"	0	1
"REM1"	0	2
"REN"	0	0
"REPS2"	0	0
"RERE"	0	0
"RFC1"	0	0
"RFC4"	0	0
"RFX1"	0	0
"RFX2"	0	2
"RFXANK"	0	0
"RGL1"	1	1
"RGL2"	0	0
"RGL3"	0	0
"RGL4"	0	0
"RGMA"	0	0
"RGMB"	0	0
"RGN"	0	1
"RGR"	0	0
"RGS1"	0	0
"RGS10"	1	0
"RGS11"	0	0
"RGS12"	0	1
"RGS13"	0	1
"RGS16"	0	0
"RGS17"	0	0
"RGS18"	2	1
"RGS19"	2	1
"RGS2"	0	0
"RGS20"	0	0
"RGS22"	0	0
"RGS3"	0	0
"RGS5"	0	0
"RGS6"	0	0
"RHBDL1"	0	0
"RHBDL2"	0	0
"RHBDL3"	0	0
"RHEB"	0	0
"RHEBL1"	1	0
"RHO"	0	0
"RHOA"	0	0
"RHOB"	0	1
"RHOBTB1"	0	0
"RHOBTB2"	0	0
"RHOF"	2	1
"RHOG"	4	3
"RHOH"	1	2
"RHOJ"	0	1
"RHOQ"	1	0
"RHOT1"	0	0
"RHOT2"	0	0
"RHOU"	0	0
"RHPN2"	0	0
"RIN1"	0	0
"RIN3"	3	4
"RING1"	0	0
"RINT1"	0	0
"RIOX1"	0	0
"RIPK2"	2	0
"RIPK3"	1	1
"RIT1"	0	0
"RLF"	0	0
"RLIM"	0	0
"RND1"	0	0
"RND3"	1	0
"RNF10"	0	0
"RNF138"	0	0
"RNF141"	0	0
"RNF43"	0	0
"ROBO2"	0	1
"ROPN1"	0	0
"ROPN1L"	0	0
"ROR1"	0	0
"ROR2"	0	0
"RORA"	0	0
"RORB"	0	0
"RORC"	0	0
"ROS1"	0	0
"RPH3AL"	0	0
"RPL22"	0	0
"RPL6"	0	0
"RPL7"	0	0
"RPL7L1"	0	0
"RPN1"	0	0
"RPS27A"	0	0
"RPS3"	0	0
"RPS6"	0	0
"RPS6KA1"	1	1
"RPS6KA2"	0	0
"RPS6KA3"	0	0
"RPS6KA4"	0	1
"RPS6KA5"	0	0
"RPS6KA6"	0	0
"RPS6KB1"	0	0
"RPS6KC1"	0	0
"RRAD"	0	1
"RRAS"	2	1
"RRAS2"	0	0
"RRBP1"	0	0
